Address,City,ZIP Code,Township,Property Class Code,Neighborhood ID,Date Last Transferred,Sidewalks,Total Adj Value,Owner State,Owner ZIP Code
6135 CENTRAL AV,INDIANAPOLIS,46220-0000,0008,510,803875200,,N,303700,IN,46220-1838,
5520 BROADWAY ST,INDIANAPOLIS,46220-0000,0008,510,803075210,,N,344800,IN,46220-3069,
1630 KESSLER BLVD E DR,INDIANAPOLIS,46220-0000,0008,500,802178185,10/24/2018,N,18400,IN,46220-2707,
5427 N WASHINGTON BL,INDIANAPOLIS,46220-0000,0008,510,802275235,05/04/2016,N,539000,IN,46220-3027,
5730 N DELAWARE ST,INDIANAPOLIS,46220-0000,0008,510,823175265,,N,346600,IN,46220-2528,
6335 N PARK AV,INDIANAPOLIS,46220-0000,0008,510,802488202,05/11/2010,N,239000,IN,46220-0000,
44 E 55TH ST,INDIANAPOLIS,46220-0000,0008,510,822575200,,N,285200,IN,46220-3002,
324 E 60TH ST,INDIANAPOLIS,46220-0000,0008,510,803275225,,N,257000,IN,46220-1850,
5419 CENTRAL AV,INDIANAPOLIS,46220-0000,0008,510,802666135,11/20/2017,N,281700,IN,46220-3042,
1733 E 60TH ST,INDIANAPOLIS,46220-0000,0008,510,841075215,07/01/2017,N,257900,IN,46220-2331,
5841 N COLLEGE AV,INDIANAPOLIS,46220-0000,0008,510,803275225,,N,328700,IN,46220-2551,
5550 N PENNSYLVANIA ST,INDIANAPOLIS,46220-0000,0008,510,812575165,,N,341200,IN,46220-3022,
6418 N PARK AV,INDIANAPOLIS,46220-0000,0008,510,802488202,,N,178900,IN,46220-1635,
6148 PRIMROSE AV,INDIANAPOLIS,46220-0000,0008,510,802178185,01/10/2014,N,289000,IN,46220-2352,
5437 CARROLLTON AV,INDIANAPOLIS,46220-0000,0008,510,812775225,05/02/2011,N,217500,IN,46220-0000,
6057 ROSSLYN AV,INDIANAPOLIS,46220-0000,0008,510,802178185,03/15/2018,N,253400,OH,45202-2115,
725 E 57TH ST,INDIANAPOLIS,46220-0000,0008,510,803275225,11/28/2016,N,475900,IN,46220-3147,
6141 CRITTENDEN AV,INDIANAPOLIS,46220-0000,0008,510,802166150,,N,199600,IN,46220-2303,
5228 N PENNSYLVANIA ST,INDIANAPOLIS,46220-0000,0008,510,812175165,10/25/2017,N,436200,IN,46220-3057,
5438 N PENNSYLVANIA ST,INDIANAPOLIS,46220-0000,0008,510,802575130,,N,313600,IN,46220-3022,
5921 GUILFORD AV,INDIANAPOLIS,46220-0000,0008,510,803775205,01/28/2010,N,213200,IN,46220-0000,
6001 CARROLLTON AV,INDIANAPOLIS,46220-0000,0008,510,803275225,12/07/2010,N,308500,IN,46220-0000,
6095 RALSTON AV,INDIANAPOLIS,46220-0000,0008,510,802181205,,N,266400,IN,46220-2353,
5341 BROADWAY ST,INDIANAPOLIS,46220-0000,0008,510,832375211,05/19/2015,N,233500,IN,46220-3137,
6166 WINTHROP AV,INDIANAPOLIS,46220-0000,0008,510,803275225,,N,154600,IN,46202-3658,
5847 N OAKLAND AV,INDIANAPOLIS,46220-0000,0008,500,802166150,05/21/2015,N,4800,IN,46077-9446,
5804 BROCKTON DR,INDIANAPOLIS,46220-0000,0008,510,802166150,,N,215300,IN,46220-5446,
5813 N LA SALLE ST,INDIANAPOLIS,46220-0000,0008,510,802166150,07/14/2015,N,225300,IN,46220-5413,
5251 ROSSLYN AV,INDIANAPOLIS,46220-0000,0008,510,802079190,08/14/2014,N,208300,IN,46220-3320,
5332 PRIMROSE AV,INDIANAPOLIS,46220-0000,0008,510,802079190,10/20/2017,N,198200,IN,46220-3317,
5380 RALSTON AV,INDIANAPOLIS,46220-0000,0008,510,802079190,07/08/2016,N,160300,IN,46220-3424,
2326 KESSLER BLVD E DR,INDIANAPOLIS,46220-0000,0008,500,802179190,08/21/2009,N,5200,IN,46220-0000,
5214 BROADWAY ST,INDIANAPOLIS,46220-0000,0008,510,832375211,,N,271000,IN,46220-3136,
5409 MOHICAN RD,INDIANAPOLIS,46220-0000,0008,510,801966102,07/07/2011,N,117200,IN,46220-0000,
5315 MOHICAN RD,INDIANAPOLIS,46220-0000,0008,510,801977108,,N,134000,IN,46220-5746,
3709 DELAWARE CMNS S DR,INDIANAPOLIS,46220-0000,0008,510,801777200,06/29/2016,N,669400,IN,46220-3744,
3321 E 68TH CT,INDIANAPOLIS,46220-0000,0008,510,801765120,02/11/2011,N,342900,IN,46220-0000,
6605 LOWANNA WA,INDIANAPOLIS,46220-0000,0004,510,403582135,,N,325500,IN,46220-4362,
6703 LOWANNA WA,INDIANAPOLIS,46220-0000,0004,510,403582135,,N,316400,IN,46220-0000,
6254 BROADWAY ST,INDIANAPOLIS,46220-0000,0008,510,802488202,07/08/2014,N,190800,IN,46220-0000,
5528 WINTHROP AV,INDIANAPOLIS,46220-0000,0008,510,812775225,10/29/2014,N,267600,IN,46220-3249,
6207 N COLLEGE AV,INDIANAPOLIS,46220-0000,0008,420,8420303,,N,429800,IN,46220-6903,
5679 N DELAWARE ST,INDIANAPOLIS,46220-0000,0008,510,802975181,,N,455600,IN,46220-3017,
5507 GARDEN WALK DR,INDIANAPOLIS,46220-0000,0008,510,801980107,06/02/2016,N,71200,IN,46220-5738,
4301 GREENWAY DR,INDIANAPOLIS,46220-0000,0008,510,801980107,01/02/2019,N,66200,IN,46033-2472,
6249 GREEN LEAVES RD,INDIANAPOLIS,46220-0000,0008,510,801166130,03/13/2019,N,276600,IN,46220-4810,
6357 GREEN LEAVES RD,INDIANAPOLIS,46220-0000,0008,510,801166130,,N,288000,IN,46220-4812,
5505 ASHURST ST,INDIANAPOLIS,46220-0000,0008,510,801166130,,N,205800,IN,46220-4830,
6355 BRIXTON LN,INDIANAPOLIS,46220-0000,0008,510,801166130,10/30/2013,N,203500,IN,46220-4803,
5434 ASHURST ST,INDIANAPOLIS,46220-0000,0008,510,801166130,,N,254700,IN,46220-4829,
6370 BRIXTON LN,INDIANAPOLIS,46220-0000,0008,510,801166130,,N,272600,IN,46220-4802,
6960 STEINMEIER DR,INDIANAPOLIS,46220-0000,0008,510,801180110,12/16/2015,N,192500,IN,46220-3901,
6902 STEINMEIER LN,INDIANAPOLIS,46220-0000,0008,510,801180110,08/09/2016,N,188700,IN,46220-3956,
5508 GREENVIEW DR,INDIANAPOLIS,46220-0000,0008,510,801980107,,N,62800,IN,46220-5741,
3830 NESBITT RD,INDIANAPOLIS,46220-0000,0008,510,801769162,,N,691300,IN,46220-3751,
1116 RESERVE WA,INDIANAPOLIS,46220-0000,0008,550,824472153,09/01/2017,N,180300,IN,46220-1769,
1026 RESERVE WA,INDIANAPOLIS,46220-0000,0008,550,824472153,04/19/2017,N,185300,IN,46220-1883,
7016 STEINMEIER DR W,INDIANAPOLIS,46220-0000,0008,510,801180110,05/28/2015,N,194100,IN,46220-3917,
6123 CARROLLTON AV,INDIANAPOLIS,46220-0000,0008,510,803275225,10/01/2014,N,331100,IN,46220-1922,
6175 CRITTENDEN AV,INDIANAPOLIS,46220-0000,0008,510,802181205,08/08/2016,N,209500,IN,46220-2305,
6301 N MERIDIAN ST,INDIANAPOLIS,46220-0000,0008,510,802478204,,N,247500,IN,46260-4225,
5603 N DELAWARE ST,INDIANAPOLIS,46220-0000,0008,510,812975204,01/19/2018,N,389500,IN,46220-3017,
6343 CENTRAL AV,INDIANAPOLIS,46220-0000,0008,510,802488202,08/15/2014,N,217200,IN,46220-1737,
6171 CARROLLTON AV,INDIANAPOLIS,46220-0000,0008,510,803275225,06/04/2014,N,154700,IN,46220-1967,
6115 N PARK AV,INDIANAPOLIS,46220-0000,0008,510,803875200,12/23/2011,N,178600,IN,46220-1843,
5859 FOREST LN,INDIANAPOLIS,46220-0000,0008,510,803275225,01/19/2016,N,537800,IN,46220-2690,
1006 KESSLER BLVD E DR,INDIANAPOLIS,46220-0000,0008,510,803775205,10/04/2017,N,258300,IN,46220-2616,
5258 GUILFORD AV,INDIANAPOLIS,46220-0000,0008,510,832475183,02/22/2019,N,263200,IN,46220-3207,
6038 NORWALDO AV,INDIANAPOLIS,46220-0000,0008,510,802181205,05/24/2017,N,234800,IN,46220-2346,
1723 E 67TH ST,INDIANAPOLIS,46220-0000,0008,510,802278190,08/28/2018,N,135900,IN,46220-1211,
6623 RIVERFRONT AV,INDIANAPOLIS,46220-0000,0008,500,802278190,02/12/2019,N,100,IN,46240-2997,
6834 N PENNSYLVANIA ST,INDIANAPOLIS,46220-0000,0008,510,801469180,,N,694200,IN,46220-1043,
6141 N CHESTER AV,INDIANAPOLIS,46220-0000,0008,510,801871160,05/24/2013,N,192300,IN,46220-5118,
6055 N SHERMAN DR,INDIANAPOLIS,46220-0000,0008,510,801871160,06/23/2010,N,162500,IN,46220-0000,
6002 N SHERMAN DR,INDIANAPOLIS,46220-0000,0008,510,801871160,,N,232100,IN,46220-5171,
1931 E 69TH ST,INDIANAPOLIS,46220-0000,0008,510,802278190,,N,121900,FL,32819-7297,
6109 ORCHARD HILL LN,INDIANAPOLIS,46220-0000,0004,510,403982139,05/30/2014,N,201000,IN,46220-5090,
6145 BURLINGTON AV,INDIANAPOLIS,46220-0000,0008,510,802178185,01/06/2016,N,142700,IN,46220-2409,
6353 RIVERVIEW DR,INDIANAPOLIS,46220-0000,0008,520,802488202,12/12/2012,N,247500,IN,46220-1747,
5325 CENTRAL AV,INDIANAPOLIS,46220-0000,0008,510,832375211,06/09/2016,N,269500,IN,46220-3040,
629 E 56TH ST,INDIANAPOLIS,46220-0000,0008,520,802775196,02/21/2014,N,264100,ME,04009-3061,
6001 ROSSLYN AV,INDIANAPOLIS,46220-0000,0008,510,802178185,,N,254900,IN,46220-2019,
6129 NORWALDO AV,INDIANAPOLIS,46220-0000,0008,510,802181205,11/02/2018,N,207300,IN,46220-2347,
6171 CRITTENDEN AV,INDIANAPOLIS,46220-0000,0008,510,802181205,10/16/2013,N,136300,IN,46220-0000,
6020 CRITTENDEN AV,INDIANAPOLIS,46220-0000,0008,510,841075215,04/24/2019,N,188000,IN,46220-2304,
5936 HILLSIDE AVE W DR,INDIANAPOLIS,46220-0000,0008,510,802179190,,N,261300,IN,46220-2418,
5416 INDIANOLA AV,INDIANAPOLIS,46220-0000,0008,510,802079190,10/15/2014,N,203600,IN,46220-3309,
5521 INDIANOLA AV,INDIANAPOLIS,46220-0000,0008,510,802066192,08/07/2018,N,104200,IN,46069-9063,
5509 INDIANOLA AV,INDIANAPOLIS,46220-0000,0008,510,802079190,12/08/2016,N,161400,IN,46220-3334,
5925 KINGSLEY DR,INDIANAPOLIS,46220-0000,0008,500,841075215,08/08/2016,N,20300,IN,46220-2434,
5340 ALLISONVILLE RD,INDIANAPOLIS,46220-0000,0008,510,802069145,,N,397900,IN,46220-5545,
6402 DEAN RD,INDIANAPOLIS,46220-0000,0008,510,801769162,06/16/2017,N,355800,IN,46220-4456,
6020 WINTHROP AV,INDIANAPOLIS,46220-0000,0008,510,803775205,11/15/2013,N,197700,IN,46220-1942,
6210 DEAN RD,INDIANAPOLIS,46220-0000,0008,511,815077150,,N,144400,DC,20090-0843,
5801 N OLNEY ST,INDIANAPOLIS,46220-0000,0008,403,105,,N,1867500,IN,46032-6945,
1400 WESTFIELD CT,INDIANAPOLIS,46220-0000,0008,511,802376225,01/28/2016,N,347100,IN,46220-1124,
5523 GARDEN WALK DR,INDIANAPOLIS,46220-0000,0008,510,801980107,,N,75800,IN,46220-5738,
4319 GREENWAY DR,INDIANAPOLIS,46220-0000,0008,510,801980107,09/27/2010,N,64000,IN,46256-2318,
4303 E 56TH ST,INDIANAPOLIS,46220-0000,0008,510,801980107,,N,59900,IN,46220-5707,
5526 GREENVIEW DR,INDIANAPOLIS,46220-0000,0008,510,801980107,09/17/2012,N,59600,IN,46220-0000,
5510 GREENVIEW DR,INDIANAPOLIS,46220-0000,0008,510,801980107,,N,62800,IN,46220-5741,
5914 E FALL CREEK PW N DR,INDIANAPOLIS,46220-0000,0004,510,410082100,01/04/2017,N,461000,IN,46226-1057,
5716 E FALL CREEK PKWY N DR,INDIANAPOLIS,46220-0000,0004,510,404182174,,N,497100,IN,46226-0000,
5744 E FALL CREEK PKWY N DR,INDIANAPOLIS,46220-0000,0004,510,404182174,,N,564600,IN,46226-0000,
5865 GUILFORD AV,INDIANAPOLIS,46220-0000,0008,510,803275225,,N,440300,IN,46220-2623,
5732 BROADWAY TE,INDIANAPOLIS,46220-0000,0008,510,803275225,,N,343900,IN,46220-0000,
6165 CRITTENDEN AV,INDIANAPOLIS,46220-0000,0008,510,802181205,,N,193600,IN,46220-2303,
5330 N PENNSYLVANIA ST,INDIANAPOLIS,46220-0000,0008,510,812175165,05/22/2009,N,566400,IN,46220-0000,
5880 N DELAWARE ST,INDIANAPOLIS,46220-0000,0008,510,803275225,,N,318400,IN,46220-2528,
4701 CAVENDISH RD,INDIANAPOLIS,46220-0000,0008,510,801865121,02/26/2009,N,189500,IN,46220-5326,
4825 CAVENDISH RD,INDIANAPOLIS,46220-0000,0008,510,801865121,11/18/2015,N,223000,IN,46220-5328,
5615 N PENNSYLVANIA ST,INDIANAPOLIS,46220-0000,0008,510,852975195,,N,313500,IN,46220-3021,
6302 RUCKER RD,INDIANAPOLIS,46220-0000,0008,447,8447304,06/24/2013,N,25100,IN,46226-2150,
6479 N OAKLAND AV,INDIANAPOLIS,46220-0000,0008,500,802271150,03/05/2019,N,22300,IN,46220-4428,
6302 N OAKLAND AV,INDIANAPOLIS,46220-0000,0008,511,802276165,,N,164000,IN,46220-4429,
5602 INDIANOLA AV,INDIANAPOLIS,46220-0000,0008,510,802178185,09/04/2013,N,193100,IN,46220-3337,
5702 BROADWAY ST,INDIANAPOLIS,46220-0000,0008,510,803275225,05/26/2015,N,298100,IN,46220-2570,
5743 N NEW JERSEY ST,INDIANAPOLIS,46220-0000,0008,510,803175185,10/16/2014,N,587800,IN,46220-2532,
5833 WINTHROP AV,INDIANAPOLIS,46220-0000,0008,510,803275225,,N,402500,IN,46220-2629,
6046 HAVERFORD AV,INDIANAPOLIS,46220-0000,0008,510,802178185,07/24/2015,N,348700,IN,46220-2008,
5908 BROADWAY ST,INDIANAPOLIS,46220-0000,0008,500,803075210,01/07/2019,N,72500,IN,46151-8179,
5893 FOREST LN,INDIANAPOLIS,46220-0000,0008,510,803275225,11/08/2017,N,517600,IN,46220-2690,
5246 N NEW JERSEY ST,INDIANAPOLIS,46220-0000,0008,510,802275235,,N,526300,IN,46220-3049,
5851 CENTRAL AV,INDIANAPOLIS,46220-0000,0008,510,803075210,,N,341500,IN,46220-2507,
5750 N DELAWARE ST,INDIANAPOLIS,46220-0000,0008,510,832975223,02/05/2016,N,548700,IN,46220-2528,
5411 BROADWAY ST,INDIANAPOLIS,46220-0000,0008,510,803075210,,N,346300,IN,46220-3068,
5757 CARROLLTON AV,INDIANAPOLIS,46220-0000,0008,510,803275225,07/13/2009,N,481500,IN,46220-0000,
5511 CARROLLTON AV,INDIANAPOLIS,46220-0000,0008,510,812775225,11/24/2015,N,222300,IN,46220-3122,
5411 CENTRAL AV,INDIANAPOLIS,46220-0000,0008,510,802666135,,N,211300,IN,46220-3038,
5826 WINTHROP AV,INDIANAPOLIS,46220-0000,0008,510,803275225,06/25/2015,N,594500,IN,46220-2632,
3604 KESSLER BLVD E DR,INDIANAPOLIS,46220-0000,0008,510,801871160,11/29/2012,N,137600,IN,46220-5102,
2431 E 58TH ST,INDIANAPOLIS,46220-0000,0008,510,802171170,06/19/2015,N,206900,IN,46220-5801,
5751 N PENNSYLVANIA ST,INDIANAPOLIS,46220-0000,0008,510,813175225,,N,364700,IN,46220-2536,
6014 INDIANOLA AV,INDIANAPOLIS,46220-0000,0008,510,802178185,,N,241600,IN,46220-2014,
6165 KINGSLEY DR,INDIANAPOLIS,46220-0000,0008,510,802181205,02/09/2018,N,300500,IN,46220-2343,
6920 N COLLEGE AV,INDIANAPOLIS,46220-0000,0008,510,801470150,09/05/2017,N,294800,IN,46220-1072,
7008 BROADWAY ST,INDIANAPOLIS,46220-0000,0008,510,801470150,10/24/2011,N,301300,IN,46220-0000,
601 E 71ST ST,INDIANAPOLIS,46220-0000,0008,510,801470150,01/04/2012,N,249200,IN,46220-1017,
601 E 70TH ST,INDIANAPOLIS,46220-0000,0008,510,801470150,12/31/2008,N,270900,IN,46220-0000,
6959 N WASHINGTON BL,INDIANAPOLIS,46220-0000,0008,510,801470150,07/08/2016,N,269300,IN,46220-1052,
6845 N DELAWARE ST,INDIANAPOLIS,46220-0000,0008,510,801470150,02/18/2015,N,641400,IN,46220-1029,
6820 N DELAWARE ST,INDIANAPOLIS,46220-0000,0008,510,801470150,,N,183800,IN,46220-1030,
6120 HAVERFORD AV,INDIANAPOLIS,46220-0000,0008,510,802178185,04/29/2013,N,225100,IN,46220-0000,
5261 CARROLLTON AV,INDIANAPOLIS,46220-0000,0008,510,832475183,,N,196500,IN,46220-3116,
42 KESSLER BLVD E DR,INDIANAPOLIS,46220-0000,0008,510,802470157,07/01/2016,N,376200,IN,46220-2564,
6081 GLADDEN DR,INDIANAPOLIS,46220-0000,0008,510,802470157,05/02/2018,N,209000,IN,46220-2567,
2335 E 66TH ST,INDIANAPOLIS,46220-0000,0008,510,802278190,05/21/2018,N,149600,IN,46220-1401,
2340 DURHAM DR,INDIANAPOLIS,46220-0000,0008,510,802278190,,N,155700,IN,46220-1410,
6848 WILLOW RD,INDIANAPOLIS,46220-0000,0008,510,801470150,,N,276200,IN,46220-1063,
5648 GUILFORD AV,INDIANAPOLIS,46220-0000,0008,510,812775225,05/26/2017,N,209900,IN,46220-3247,
6420 LANDBOROUGH N DR,INDIANAPOLIS,46220-0000,0004,510,403582135,11/18/2015,N,371500,IN,46220-4351,
6417 LANDBOROUGH N DR,INDIANAPOLIS,46220-0000,0004,510,403582135,10/24/2014,N,288700,IN,46220-4350,
6127 AFTON CREST,INDIANAPOLIS,46220-0000,0004,510,435082150,,N,460100,IN,46220-5003,
6164 AFTON CREST,INDIANAPOLIS,46220-0000,0004,510,435082150,01/29/2013,N,313300,IN,46220-0000,
5237 RALSTON AV,INDIANAPOLIS,46220-0000,0008,510,802074170,,N,121800,IN,46220-3421,
6128 AFTON CREST,INDIANAPOLIS,46220-0000,0004,510,435082150,,N,355300,IN,46220-5004,
5327 RALSTON AV,INDIANAPOLIS,46220-0000,0008,510,802074170,05/02/2017,N,134900,IN,46220-3423,
5217 NORWALDO AV,INDIANAPOLIS,46220-0000,0008,510,802074170,08/29/2013,N,148700,IN,46226-1538,
6319 LANDS END LN,INDIANAPOLIS,46220-0000,0004,510,403582135,,N,349500,IN,46220-4376,
6284 RUCKER RD,INDIANAPOLIS,46220-0000,0008,447,8447304,,N,26200,IN,46220-4851,
5542 E LAKELAND DR,INDIANAPOLIS,46220-0000,0008,510,801166130,,N,163000,IN,46220-4028,
5702 E LAKELAND DR,INDIANAPOLIS,46220-0000,0008,510,801166130,,N,175200,IN,46220-4028,
6954 CRITTENDEN AV,INDIANAPOLIS,46220-0000,0008,511,802276165,,N,122100,IN,46220-1246,
5521 E 82ND ST,INDIANAPOLIS,46220-0000,0008,429,8429302,,N,1191800,MO,65203-1143,
6464 DEAN RD,INDIANAPOLIS,46220-0000,0008,510,801769162,08/26/2016,N,409300,IN,46220-4456,
5708 MEAD DR,INDIANAPOLIS,46220-0000,0008,510,818380115,05/19/2016,N,141400,IN,46220-7403,
3517 PERIWINKLE WA,INDIANAPOLIS,46220-0000,0008,510,818480100,,N,141100,IN,46220-5489,
5113 FALL CREEK RD,INDIANAPOLIS,46220-0000,0004,510,404182174,11/13/2012,N,373500,IN,46220-0000,
602 KESSLER BLVD E DR,INDIANAPOLIS,46220-0000,0008,510,803075210,12/23/2014,N,295100,IN,46220-2550,
5708 WINTHROP AV,INDIANAPOLIS,46220-0000,0008,510,803275225,04/27/2017,N,374800,IN,46220-2630,
5679 WINTHROP AV,INDIANAPOLIS,46220-0000,0008,510,803275225,06/28/2018,N,282600,IN,46220-3264,
5921 CENTRAL AV,INDIANAPOLIS,46220-0000,0008,510,803675215,03/01/2017,N,540800,IN,46220-2511,
6128 BROADWAY ST,INDIANAPOLIS,46220-0000,0008,510,803875200,,N,164300,IN,46220-1835,
1019 E 54TH ST,INDIANAPOLIS,46220-0000,0008,430,8430304,,N,22900,IN,46205-1072,
5601 HAVERFORD AV,INDIANAPOLIS,46220-0000,0008,510,802178185,,N,220000,IN,46205-0319,
1717 E 56TH ST,INDIANAPOLIS,46220-0000,0008,510,802079190,,N,151600,IN,46220-3425,
5057 E 71ST ST,INDIANAPOLIS,46220-0000,0008,511,801166130,07/13/2010,N,163500,IN,46220-0000,
5802 GUILFORD AV,INDIANAPOLIS,46220-0000,0008,510,803275225,09/18/2013,N,446800,IN,46220-2624,
624 ARDEN DR,INDIANAPOLIS,46220-0000,0008,510,801470150,04/26/2019,N,401100,IN,46220-1079,
7064 BROADWAY ST,INDIANAPOLIS,46220-0000,0008,510,801470150,06/14/2013,N,254500,IN,47402-2601,
7035 N PARK AV,INDIANAPOLIS,46220-0000,0008,510,801470150,,N,264800,IN,46220-1039,
6902 WARWICK RD,INDIANAPOLIS,46220-0000,0008,510,801470150,11/16/2018,N,303000,IN,46220-1049,
7001 CENTRAL AV,INDIANAPOLIS,46220-0000,0008,510,801470150,,N,756400,IN,46220-1027,
5365 N NEW JERSEY ST,INDIANAPOLIS,46220-0000,0008,510,802275235,12/14/2018,N,544600,IN,46220-3050,
5426 WINTHROP AV,INDIANAPOLIS,46220-0000,0008,510,812775225,04/22/2015,N,238700,IN,46220-3241,
6630 BROADWAY ST,INDIANAPOLIS,46220-0000,0008,510,802488202,,N,156600,IN,46033-3702,
6320 N COLLEGE AV,INDIANAPOLIS,46220-0000,0008,444,84443002,,N,360600,IN,46208-3558,
5929 CRITTENDEN AV,INDIANAPOLIS,46220-0000,0008,510,841075215,07/14/2015,N,282300,IN,46220-2439,
6361 N PARK AV,INDIANAPOLIS,46220-0000,0008,520,802488202,09/12/2012,N,245600,IN,46220-0000,
6245 N DELAWARE ST,INDIANAPOLIS,46220-0000,0008,510,802488202,05/24/2012,N,261100,IN,46220-1823,
5830 RALSTON AV,INDIANAPOLIS,46220-0000,0008,510,802178185,09/10/2018,N,170400,IN,46220-2730,
5856 INDIANOLA AV,INDIANAPOLIS,46220-0000,0008,510,802178185,01/16/2009,N,192400,IN,46220-2742,
5638 INDIANOLA AV,INDIANAPOLIS,46220-0000,0008,510,802178185,08/28/2017,N,113100,IN,46220-5410,
3940 WINDING WAY,INDIANAPOLIS,46220-0000,0008,510,801878185,12/30/2009,N,324400,IN,46220-0000,
5680 ROLLING RIDGE RD,INDIANAPOLIS,46220-0000,0008,510,801878185,08/14/2015,N,307600,IN,46220-5948,
6454 DEAN RD,INDIANAPOLIS,46220-0000,0008,510,801769162,,N,304700,IN,46220-4454,
6497 DEAN RD,INDIANAPOLIS,46220-0000,0008,510,801769162,,N,342400,IN,46220-4453,
6709 RIVERFRONT AV,INDIANAPOLIS,46220-0000,0008,511,802276165,,N,72700,IN,46240-3654,
6107 BURLINGTON AV,INDIANAPOLIS,46220-0000,0008,510,802178185,08/31/2016,N,186300,IN,46220-2409,
6365 N WASHINGTON BL,INDIANAPOLIS,46220-0000,0008,510,802488202,01/03/2014,N,239700,IN,46220-1729,
517 E 56TH ST,INDIANAPOLIS,46220-0000,0008,510,802675175,,N,220500,IN,46220-3066,
728 E 71ST ST,INDIANAPOLIS,46220-0000,0008,500,801466165,04/22/2009,N,10900,IN,46220-0000,
6267 CARROLLTON AV,INDIANAPOLIS,46220-0000,0008,420,8420303,,N,398600,WI,53562-0326,
5930 WASHINGTON BLVD,INDIANAPOLIS,46220-0000,0008,599,803275225,,N,83300,IN,46220-2541,
5922 N NEW JERSEY ST,INDIANAPOLIS,46220-0000,0008,510,803275225,08/26/2009,N,378200,IN,46220-0000,
6145 INDIANOLA AV,INDIANAPOLIS,46220-0000,0008,510,802178185,,N,221300,IN,46220-2013,
3820 KESSLER BLVD E DR,INDIANAPOLIS,46220-0000,0008,510,801869130,12/11/2017,N,185400,IN,46220-5179,
4797 E 65TH ST,INDIANAPOLIS,46220-0000,0008,511,801166130,04/27/2017,N,430400,IN,46220-4539,
6251 BURLINGTON AV,INDIANAPOLIS,46220-0000,0008,510,802274155,02/15/2018,N,181800,IN,46220-2142,
6258 DOUGLAS RD,INDIANAPOLIS,46220-0000,0008,510,802274155,09/13/2016,N,175700,IN,46220-2177,
6337 MAPLE DR,INDIANAPOLIS,46220-0000,0008,510,802274155,08/09/2017,N,164000,IN,46220-2118,
6342 BURLINGTON AV,INDIANAPOLIS,46220-0000,0008,510,802274155,10/22/2014,N,168700,IN,46220-2145,
6430 N KEYSTONE AV,INDIANAPOLIS,46220-0000,0008,510,802274155,07/01/2015,N,150500,IN,46220-2170,
6455 MAPLE DR,INDIANAPOLIS,46220-0000,0008,510,802274155,,N,121300,IN,46220-2168,
2204 PAMELA DR,INDIANAPOLIS,46220-0000,0008,510,802274155,12/22/2016,N,195500,IN,46220-2166,
1517 E 69TH ST,INDIANAPOLIS,46220-0000,0008,599,802276165,,N,16800,IN,46220-1223,
6532 WYMAN CT,INDIANAPOLIS,46220-0000,0004,510,403582135,,N,315600,IN,46220-4332,
6808 BALFOUR CT,INDIANAPOLIS,46220-0000,0004,510,403582135,11/04/2015,N,232800,IN,46220-4305,
6829 CHAUCER CT,INDIANAPOLIS,46220-0000,0004,510,403582135,07/27/2015,N,261400,IN,46220-4333,
6611 N EWING ST,INDIANAPOLIS,46220-0000,0008,510,801765120,,N,314300,IN,46220-3747,
6715 N OLNEY ST,INDIANAPOLIS,46220-0000,0008,510,801765120,,N,258900,IN,46220-3756,
6618 N OLNEY ST,INDIANAPOLIS,46220-0000,0008,510,801777200,,N,283400,IN,46220-3757,
6326 RUCKER RD,INDIANAPOLIS,46220-0000,0008,447,8447304,11/07/2007,N,117500,IN,46220-4861,
1826 E 66TH ST,INDIANAPOLIS,46220-0000,0008,500,802278190,,N,6900,IN,46220-1202,
6922 WESLEY CT,INDIANAPOLIS,46220-0000,0008,550,802472147,,N,195700,IN,46220-1130,
920 E 62ND ST,INDIANAPOLIS,46220-0000,0008,550,803972225,08/15/2014,N,145200,IN,46220-1918,
6949 WASHINGTON BL W,INDIANAPOLIS,46220-0000,0008,510,801470150,03/29/2012,N,395300,IN,46220-0000,
6848 N DELAWARE ST,INDIANAPOLIS,46220-0000,0008,510,801470150,05/20/2010,N,406000,IN,46220-0000,
6950 WASHINGTON BL W,INDIANAPOLIS,46220-0000,0008,510,801470150,08/10/2012,N,500500,IN,46220-0000,
6980 N WASHINGTON BL,INDIANAPOLIS,46220-0000,0008,510,801470150,07/26/2018,N,459600,IN,46220-1086,
222 E 70TH ST,INDIANAPOLIS,46220-0000,0008,510,801470150,12/02/2008,N,857200,IN,46220-1004,
5316 N NEW JERSEY ST,INDIANAPOLIS,46220-0000,0008,510,802275235,05/15/2017,N,333500,IN,46220-3051,
2524 E 58TH ST,INDIANAPOLIS,46220-0000,0008,510,802171170,,N,156700,IN,46220-5804,
5720 N RURAL ST,INDIANAPOLIS,46220-0000,0008,510,802171170,10/31/2018,N,237200,IN,46220-2940,
2404 NORTHVIEW AV,INDIANAPOLIS,46220-0000,0008,510,802171170,06/19/2017,N,140500,IN,46220-3514,
2509 E 57TH ST,INDIANAPOLIS,46220-0000,0008,510,802171170,02/27/2018,N,188400,IN,46220-5807,
2426 MC LEAY DR,INDIANAPOLIS,46220-0000,0008,510,802171170,,N,160000,IN,46220-5812,
2417 RYAN DR,INDIANAPOLIS,46220-0000,0008,510,802171170,03/02/2017,N,190700,IN,46220-2857,
